Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Order Date
Second Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,Chairs,85.246,2,0.3,-6.089,10/29/2025 11:31
Second Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,Furnishings,32.712,2,0.6,-26.1696,11/9/2023 14:46
Standard Class,Corporate,United States,Jackson,Mississippi,39212,South,Office Supplies,Binders,11.43,3,0,5.3721,12/7/2023 11:00
Standard Class,Corporate,United States,Jackson,Mississippi,39212,South,Office Supplies,Binders,30.44,2,0,14.9156,12/22/2025 18:10
Standard Class,Corporate,United States,Jackson,Mississippi,39212,South,Office Supplies,Paper,12.96,2,0,6.3504,2/2/2023 12:08
Standard Class,Corporate,United States,Jackson,Mississippi,39212,South,Office Supplies,Paper,16,4,0,7.68,4/12/2024 5:32
Standard Class,Corporate,United States,Jackson,Mississippi,39212,South,Office Supplies,Appliances,32.67,3,0,8.4942,6/30/2023 4:25
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Fasteners,4.464,3,0.2,-0.9486,6/15/2025 4:45
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,9.345,5,0.7,-6.5415,2/17/2023 7:52
Standard Class,Corporate,United States,Oxnard,California,93030,West,Office Supplies,Binders,9.144,3,0.2,3.0861,6/12/2024 6:20
Standard Class,Corporate,United States,Oxnard,California,93030,West,Office Supplies,Binders,23.136,6,0.2,8.3868,7/10/2023 22:24
Standard Class,Corporate,United States,Oxnard,California,93030,West,Office Supplies,Art,99.2,5,0,25.792,10/19/2023 6:04
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Binders,21.36,5,0.2,7.209,1/25/2025 14:08
Second Class,Corporate,United States,Covington,Washington,98042,West,Furniture,Furnishings,46.9,5,0,13.132,3/17/2023 14:52
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,18.72,5,0.2,6.552,7/2/2023 21:09
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,Tables,236.528,2,0.2,-2.9566,9/30/2023 19:54
First Class,Corporate,United States,San Diego,California,92105,West,Office Supplies,Labels,18.9,3,0,8.694,6/24/2023 2:49
First Class,Corporate,United States,Brownsville,Texas,78521,Central,Office Supplies,Paper,10.688,2,0.2,3.7408,2/13/2023 20:27
First Class,Corporate,United States,Brownsville,Texas,78521,Central,Office Supplies,Storage,237.096,3,0.2,20.7459,7/14/2025 20:34
Second Class,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,5.184,1,0.2,1.8144,7/20/2025 0:08
Second Class,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,65.584,2,0.2,23.7742,8/4/2023 0:00
Second Class,Home Office,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,22.2,1,0.6,-26.085,5/9/2023 10:57
Second Class,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,419.4,5,0.2,146.79,3/18/2023 17:56
First Class,Consumer,United States,Knoxville,Tennessee,37918,South,Furniture,Furnishings,88.92,5,0.2,14.4495,5/11/2025 16:31
Second Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Art,9.912,3,0.2,3.2214,1/1/2025 4:17
Second Class,Home Office,United States,Houston,Texas,77036,Central,Furniture,Chairs,318.43,5,0.3,-77.333,10/24/2025 3:08
Second Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Binders,5.8,5,0.8,-10.15,2/22/2025 17:26
Second Class,Home Office,United States,Houston,Texas,77036,Central,Technology,Phones,1415.76,6,0.2,88.485,9/23/2025 12:48
Standard Class,Consumer,United States,Bolingbrook,Illinois,60440,Central,Technology,Phones,148.48,2,0.2,16.704,8/22/2025 22:46
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Labels,9.248,4,0.2,3.1212,12/13/2024 20:20
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,1036.624,2,0.2,51.8312,3/26/2024 9:55
First Class,Consumer,United States,Waynesboro,Virginia,22980,South,Technology,Phones,569.64,2,0,148.1064,10/12/2025 20:24
First Class,Consumer,United States,Waynesboro,Virginia,22980,South,Office Supplies,Binders,9.14,1,0,4.57,3/3/2024 1:33
First Class,Consumer,United States,Waynesboro,Virginia,22980,South,Furniture,Furnishings,1196.86,7,0,119.686,1/12/2025 21:26
First Class,Consumer,United States,Waynesboro,Virginia,22980,South,Furniture,Bookcases,523.26,9,0,125.5824,9/4/2024 4:51
Second Class,Consumer,United States,Los Angeles,California,90004,West,Technology,Copiers,639.968,4,0.2,215.9892,3/30/2023 6:02
Second Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,52.76,2,0,24.2696,4/12/2025 17:11
Second Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Accessories,538.92,9,0,80.838,3/15/2024 7:10
Standard Class,Consumer,United States,Visalia,California,93277,West,Office Supplies,Art,14.88,2,0,3.72,3/20/2024 19:15
Standard Class,Consumer,United States,Visalia,California,93277,West,Office Supplies,Paper,34.24,8,0,15.408,12/10/2024 2:03
Standard Class,Consumer,United States,Visalia,California,93277,West,Office Supplies,Storage,261.74,2,0,65.435,3/3/2025 3:15
Standard Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Appliances,87.84,8,0,23.7168,12/7/2023 18:11
Second Class,Home Office,United States,Los Angeles,California,90045,West,Furniture,Furnishings,34.92,4,0,11.8728,9/8/2024 20:22
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,14.94,3,0,7.0218,8/11/2023 11:26
Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,14.56,2,0,6.2608,12/25/2024 21:53
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,3.576,4,0.7,-2.8608,1/18/2025 2:19
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,147.184,2,0.2,-29.4368,3/30/2025 19:42
First Class,Home Office,United States,Lehi,Utah,84043,West,Technology,Copiers,1499.95,5,0,449.985,6/24/2025 18:14
Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Art,13.568,4,0.2,3.2224,8/31/2024 18:39
Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Furniture,Chairs,2573.82,9,0,746.4078,8/29/2025 18:12
Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Office Supplies,Binders,609.98,2,0,274.491,2/24/2024 22:34
Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Office Supplies,Art,5.48,2,0,1.4796,11/27/2025 10:26
Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Technology,Phones,391.98,2,0,113.6742,12/2/2025 10:05
Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Technology,Phones,755.96,4,0,204.1092,7/13/2023 1:30
Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Office Supplies,Fasteners,31.12,4,0,0.3112,6/26/2024 19:09
Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Office Supplies,Paper,6.54,1,0,3.0084,8/31/2025 8:37
Second Class,Home Office,United States,Huntington Beach,California,92646,West,Office Supplies,Envelopes,12.78,1,0,5.751,2/29/2024 19:39
Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Binders,18.464,4,0.2,6.924,8/10/2024 20:35
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,445.802,7,0.3,-108.2662,12/1/2023 9:29
Standard Class,Home Office,United States,Fargo,North Dakota,58103,Central,Office Supplies,Art,2.48,1,0,0.868,6/19/2024 10:14
Standard Class,Home Office,United States,Fargo,North Dakota,58103,Central,Office Supplies,Binders,25.9,5,0,12.691,7/11/2023 2:03
Second Class,Home Office,United States,Dover,New Hampshire,3820,East,Office Supplies,Paper,29.9,5,0,14.651,5/29/2024 6:14
Second Class,Home Office,United States,Dover,New Hampshire,3820,East,Technology,Accessories,2249.91,9,0,517.4793,11/28/2024 16:27
Second Class,Home Office,United States,Dover,New Hampshire,3820,East,Furniture,Tables,1053.164,4,0.3,-105.3164,1/14/2025 14:35
Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Paper,12.96,2,0,6.2208,4/30/2023 17:41
Standard Class,Corporate,United States,Los Angeles,California,90032,West,Furniture,Furnishings,106.68,6,0,33.0708,6/23/2024 20:52
Same Day,Consumer,United States,Utica,New York,13501,East,Technology,Phones,119.94,6,0,5.997,8/17/2023 13:28
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Paper,10.272,3,0.2,3.21,7/22/2025 12:52
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,Tables,512.19,5,0.3,-65.853,10/20/2024 23:02
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Appliances,1.556,2,0.8,-4.2012,7/16/2023 17:08
Standard Class,Consumer,United States,Westminster,California,92683,West,Office Supplies,Binders,4.448,2,0.2,1.4456,8/19/2025 20:02
Standard Class,Consumer,United States,Westminster,California,92683,West,Furniture,Furnishings,276.69,3,0,49.8042,5/29/2023 0:30
Standard Class,Consumer,United States,Westminster,California,92683,West,Office Supplies,Fasteners,4.96,4,0,2.3312,5/25/2025 1:31
Standard Class,Consumer,United States,Westminster,California,92683,West,Office Supplies,Art,71.92,4,0,20.8568,12/11/2025 19:15
Standard Class,Consumer,United States,Westminster,California,92683,West,Furniture,Furnishings,18.84,3,0,7.9128,11/4/2024 17:21
Standard Class,Consumer,United States,Westminster,California,92683,West,Technology,Accessories,140.97,3,0,19.7358,6/20/2023 3:37
Standard Class,Consumer,United States,Westminster,California,92683,West,Technology,Phones,470.376,3,0.2,52.9173,4/23/2023 3:16
Same Day,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Art,6.08,2,0,2.0672,12/27/2023 7:06
Same Day,Consumer,United States,Los Angeles,California,90036,West,Technology,Phones,164.792,1,0.2,18.5391,8/26/2025 11:24
Second Class,Corporate,United States,Atlantic City,New Jersey,8401,East,Office Supplies,Envelopes,23.36,2,0,11.68,8/7/2025 11:05
Standard Class,Consumer,United States,Skokie,Illinois,60076,Central,Office Supplies,Binders,12.176,4,0.8,-18.8728,7/27/2024 3:36
Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Phones,46.384,2,0.2,5.2182,4/9/2024 21:25
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Storage,362.92,2,0,105.2468,3/1/2025 14:20
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,9.248,2,0.2,3.3524,3/3/2024 2:49
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Technology,Phones,1889.946,9,0.4,-377.9892,7/18/2024 0:09
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Storage,62.04,5,0.2,4.653,12/19/2024 20:25
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Furnishings,396.92,5,0.2,148.845,5/12/2025 13:59
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Storage,239.456,7,0.2,17.9592,4/29/2023 10:58
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Art,13.12,5,0.2,2.132,11/11/2025 13:43
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Binders,29.36,2,0,13.5056,3/10/2023 21:00
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Appliances,214.9,5,0,62.321,7/13/2023 11:38
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Binders,15.92,4,0,7.4824,12/19/2023 1:11
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Technology,Accessories,146.45,5,0,48.3285,12/8/2024 0:19
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Storage,15.14,1,0,0.6056,1/11/2025 23:13
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Labels,5.76,2,0,2.6496,4/2/2025 3:53
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Technology,Copiers,1399.98,2,0,629.991,11/16/2025 11:49
Standard Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Binders,8.952,2,0.7,-7.46,8/8/2023 5:53
Standard Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Binders,8.856,6,0.7,-6.4944,7/17/2023 0:58
Standard Class,Consumer,United States,Lancaster,Ohio,43130,East,Furniture,Chairs,85.246,2,0.3,-1.2178,7/4/2024 13:51
Standard Class,Consumer,United States,Gresham,Oregon,97030,West,Office Supplies,Envelopes,21.728,7,0.2,7.6048,8/24/2025 5:25
Standard Class,Consumer,United States,Gresham,Oregon,97030,West,Furniture,Chairs,1487.04,5,0.2,148.704,11/26/2025 4:25
Same Day,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Envelopes,71.88,6,0,33.0648,2/16/2023 21:42
Same Day,Corporate,United States,San Francisco,California,94109,West,Furniture,Furnishings,9.24,3,0,2.9568,1/6/2023 18:49
Same Day,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Paper,35.88,6,0,16.146,10/11/2024 11:03
Same Day,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Binders,17.04,3,0.2,5.538,10/14/2024 11:23
Same Day,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Binders,931.176,3,0.2,314.2719,11/3/2025 19:50
First Class,Consumer,United States,Longmont,Colorado,80501,West,Furniture,Furnishings,266.352,3,0.2,-13.3176,12/4/2023 4:18
First Class,Consumer,United States,Longmont,Colorado,80501,West,Furniture,Chairs,483.136,4,0.2,54.3528,1/30/2024 9:45
Standard Class,Consumer,United States,Greenville,North Carolina,27834,South,Furniture,Chairs,196.784,2,0.2,-22.1382,10/29/2025 12:28
Standard Class,Consumer,United States,Greenville,North Carolina,27834,South,Furniture,Bookcases,231.92,5,0.2,5.798,10/19/2024 11:37
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Supplies,29.7,3,0,8.019,8/7/2023 3:51
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Furniture,Furnishings,13.592,2,0.6,-14.2716,3/7/2024 15:15
Second Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Paper,70.88,2,0,33.3136,12/17/2023 5:52
Standard Class,Corporate,United States,Denver,Colorado,80219,West,Office Supplies,Storage,114.288,1,0.2,12.8574,3/24/2023 17:32
Standard Class,Corporate,United States,Denver,Colorado,80219,West,Office Supplies,Binders,36.624,8,0.7,-24.416,6/27/2025 4:53
Standard Class,Corporate,United States,Denver,Colorado,80219,West,Furniture,Bookcases,242.352,8,0.7,-363.528,8/19/2024 10:11
Standard Class,Corporate,United States,Denver,Colorado,80219,West,Technology,Phones,49.616,2,0.2,4.9616,9/6/2024 20:58
Standard Class,Corporate,United States,Denver,Colorado,80219,West,Furniture,Furnishings,508.704,6,0.2,0,1/17/2025 10:56
Standard Class,Corporate,United States,Denver,Colorado,80219,West,Technology,Phones,57.36,6,0.2,-14.34,7/10/2025 15:03
Standard Class,Corporate,United States,Denver,Colorado,80219,West,Furniture,Chairs,906.68,5,0.2,68.001,3/14/2024 13:00
Standard Class,Corporate,United States,Huntsville,Texas,77340,Central,Technology,Phones,719.952,6,0.2,71.9952,11/11/2024 0:19
Standard Class,Corporate,United States,Huntsville,Texas,77340,Central,Technology,Phones,755.944,7,0.2,66.1451,5/9/2023 22:18
Standard Class,Corporate,United States,Huntsville,Texas,77340,Central,Office Supplies,Binders,11.98,5,0.8,-19.168,3/28/2025 5:16
Standard Class,Corporate,United States,Huntsville,Texas,77340,Central,Office Supplies,Binders,0.898,1,0.8,-1.5715,11/28/2025 10:05
First Class,Corporate,United States,Houston,Texas,77036,Central,Furniture,Furnishings,21.204,3,0.6,-11.6622,7/2/2023 3:47
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Envelopes,34.74,3,0,17.37,6/10/2025 16:45
Standard Class,Corporate,United States,New York City,New York,10024,East,Technology,Phones,833.94,6,0,216.8244,3/15/2024 14:37
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,12.96,3,0.2,4.536,5/22/2024 20:19
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Paper,25.92,4,0,12.4416,3/1/2025 18:33
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Bookcases,349.965,7,0.5,-216.9783,1/28/2023 18:09
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,22.32,5,0.2,5.301,5/20/2025 2:05
Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Paper,158.28,6,0,72.8088,5/21/2024 12:29
Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Binders,497.94,3,0,224.073,1/6/2023 23:28
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Appliances,533.94,3,0,154.8426,6/3/2024 19:19
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Paper,167.94,3,0,82.2906,4/6/2023 1:08
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Furniture,Furnishings,31.68,6,0,9.8208,8/9/2023 19:53
First Class,Consumer,United States,Lancaster,Pennsylvania,17602,East,Furniture,Chairs,170.786,1,0.3,0,9/20/2024 21:56
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Bookcases,198.744,4,0.3,0,9/20/2023 0:01
First Class,Home Office,United States,Denver,Colorado,80219,West,Technology,Accessories,63.824,2,0.2,13.5626,9/26/2024 6:50
Second Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Chairs,435.168,4,0.2,-59.8356,3/16/2025 9:44
Second Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Bookcases,48.58,1,0,7.7728,10/22/2023 10:09
First Class,Corporate,United States,Houston,Texas,77070,Central,Technology,Accessories,47.976,3,0.2,8.3958,10/19/2023 22:06
First Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Paper,20.736,4,0.2,7.2576,11/24/2023 18:41
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Art,26.46,9,0,11.907,3/21/2024 19:04
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,49.12,4,0,23.0864,6/21/2025 13:42
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Fasteners,15,3,0,7.2,7/28/2024 22:45
Standard Class,Corporate,United States,Newport News,Virginia,23602,South,Office Supplies,Storage,194.7,5,0,9.735,2/12/2024 7:17
Standard Class,Corporate,United States,Newport News,Virginia,23602,South,Furniture,Tables,591.32,4,0,112.3508,4/4/2024 12:09
Standard Class,Corporate,United States,Newport News,Virginia,23602,South,Office Supplies,Art,2.84,1,0,0.8804,2/17/2023 12:32
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Storage,221.96,2,0,4.4392,2/20/2024 16:03
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Technology,Accessories,236,4,0,40.12,8/27/2024 6:45
Second Class,Corporate,United States,Seattle,Washington,98115,West,Technology,Accessories,41.94,2,0,15.0984,5/22/2023 22:20
Second Class,Corporate,United States,Seattle,Washington,98115,West,Technology,Phones,52.792,1,0.2,4.6193,9/13/2024 2:02
First Class,Home Office,United States,Omaha,Nebraska,68104,Central,Furniture,Chairs,563.94,3,0,112.788,8/31/2023 0:51
Second Class,Consumer,United States,Morristown,New Jersey,7960,East,Office Supplies,Appliances,2625.12,8,0,735.0336,12/18/2025 19:15
Second Class,Consumer,United States,Morristown,New Jersey,7960,East,Office Supplies,Art,17.94,3,0,4.485,10/4/2023 13:57
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,422.856,3,0.2,15.8571,5/20/2024 21:45
Standard Class,Corporate,United States,New York City,New York,10024,East,Furniture,Chairs,127.764,2,0.1,2.8392,6/29/2023 19:56
Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Technology,Phones,3499.93,7,0,909.9818,7/26/2024 9:02
Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Labels,14.4,5,0,6.624,7/24/2024 23:49
Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Paper,122.97,3,0,60.2553,7/17/2023 4:44
Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Art,9.32,4,0,2.7028,12/10/2025 1:33
Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Binders,122.94,3,0,59.0112,8/14/2024 11:22
Standard Class,Consumer,United States,Roseville,California,95661,West,Furniture,Furnishings,17.31,3,0,5.193,4/27/2023 22:35
Standard Class,Consumer,United States,Rockford,Illinois,61107,Central,Office Supplies,Art,128.744,7,0.2,12.8744,7/27/2024 21:17
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,58.248,9,0.2,11.6496,10/5/2025 3:44
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,71.246,2,0.3,-19.3382,11/29/2023 21:27
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,7.872,3,0.2,0.5904,1/3/2024 9:58
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,887.271,3,0.3,-63.3765,11/9/2023 1:40
Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Office Supplies,Binders,146.86,7,0,70.4928,8/9/2024 9:32
Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Office Supplies,Binders,36.56,4,0,18.28,4/27/2024 1:02
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Technology,Phones,225.576,3,0.2,22.5576,6/3/2024 6:48
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Art,5.248,2,0.2,0.4592,8/2/2025 23:20
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Art,38.256,3,0.2,4.782,3/24/2023 21:39
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Paper,40.24,5,0.2,13.078,8/13/2023 17:58
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Technology,Machines,29.925,5,0.7,-21.945,11/28/2023 22:24
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Paper,148.704,6,0.2,46.47,3/4/2023 13:21
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Technology,Accessories,55.92,10,0.2,16.776,2/25/2024 13:59
Standard Class,Corporate,United States,Providence,Rhode Island,2908,East,Office Supplies,Paper,12.96,2,0,6.2208,6/20/2025 12:12
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Furnishings,25.176,3,0.6,-33.3582,6/30/2023 4:57
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Furnishings,5.584,2,0.6,-1.6752,12/13/2025 23:24
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,1297.368,9,0.2,97.3026,12/19/2024 21:41
First Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Storage,264.32,2,0.2,19.824,6/8/2024 17:56
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Paper,25.92,4,0,12.4416,3/22/2025 11:58
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Art,22.96,7,0,6.6584,5/28/2023 14:50
First Class,Consumer,United States,Moreno Valley,California,92553,West,Office Supplies,Paper,19.44,3,0,9.3312,4/1/2023 21:30
First Class,Consumer,United States,Garden City,Kansas,67846,Central,Office Supplies,Paper,9.54,2,0,4.293,6/30/2023 19:56
First Class,Consumer,United States,Garden City,Kansas,67846,Central,Office Supplies,Fasteners,5.81,1,0,1.8011,1/10/2025 13:41
First Class,Consumer,United States,Garden City,Kansas,67846,Central,Office Supplies,Art,5.76,2,0,1.728,11/16/2023 5:11
Second Class,Consumer,United States,New York City,New York,10035,East,Furniture,Furnishings,14.91,3,0,4.6221,8/8/2025 12:11
Standard Class,Corporate,United States,Orlando,Florida,32839,South,Office Supplies,Binders,6.642,9,0.7,-4.428,7/24/2023 17:32
Standard Class,Consumer,United States,Watertown,New York,13601,East,Office Supplies,Paper,18.54,2,0,8.7138,1/14/2025 1:42
Standard Class,Consumer,United States,Watertown,New York,13601,East,Office Supplies,Binders,679.96,5,0.2,220.987,4/23/2025 14:34
First Class,Corporate,United States,Los Angeles,California,90032,West,Furniture,Tables,189.576,1,0.2,9.4788,4/9/2025 15:26
First Class,Corporate,United States,Los Angeles,California,90032,West,Technology,Phones,71.96,5,0.2,7.196,12/1/2024 17:34
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Technology,Phones,539.92,5,0.2,47.243,5/29/2025 18:04
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Chairs,725.344,4,0.2,54.4008,3/26/2025 23:45
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Art,7.44,3,0,2.604,1/5/2025 0:36
Standard Class,Home Office,United States,Newark,Delaware,19711,East,Office Supplies,Appliances,39.48,1,0,11.0544,9/25/2024 11:13
Second Class,Home Office,United States,Detroit,Michigan,48234,Central,Office Supplies,Appliances,850.5,5,0.1,245.7,11/11/2024 17:52
Second Class,Home Office,United States,Detroit,Michigan,48234,Central,Furniture,Furnishings,75.33,9,0,19.5858,2/9/2023 7:29
Second Class,Corporate,United States,Phoenix,Arizona,85023,West,Office Supplies,Appliances,325.632,6,0.2,28.4928,12/3/2024 14:56
Second Class,Corporate,United States,Phoenix,Arizona,85023,West,Technology,Accessories,23.344,2,0.2,-1.459,7/6/2024 19:04
Second Class,Corporate,United States,Phoenix,Arizona,85023,West,Office Supplies,Labels,16.52,5,0.2,5.369,7/15/2024 16:12
First Class,Home Office,United States,Brownsville,Texas,78521,Central,Office Supplies,Envelopes,335.72,5,0.2,113.3055,2/20/2024 18:03
First Class,Home Office,United States,Brownsville,Texas,78521,Central,Technology,Phones,251.944,7,0.2,88.1804,4/24/2024 8:35
First Class,Home Office,United States,Brownsville,Texas,78521,Central,Furniture,Chairs,127.302,7,0.3,-9.093,6/13/2024 10:22
Second Class,Consumer,United States,Louisville,Kentucky,40214,South,Furniture,Chairs,1207.84,8,0,314.0384,7/25/2025 2:39
Second Class,Consumer,United States,Louisville,Kentucky,40214,South,Office Supplies,Binders,12.53,1,0,5.8891,1/9/2024 16:33
Second Class,Consumer,United States,Louisville,Kentucky,40214,South,Office Supplies,Art,34.58,1,0,10.0282,1/7/2023 10:20
Second Class,Consumer,United States,Louisville,Kentucky,40214,South,Furniture,Chairs,300.98,1,0,87.2842,6/25/2025 16:21
Second Class,Consumer,United States,Louisville,Kentucky,40214,South,Furniture,Chairs,258.75,3,0,77.625,3/30/2024 7:36
Standard Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Art,59.52,3,0,15.4752,1/26/2023 20:54
Standard Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Envelopes,57.96,7,0,27.2412,10/17/2025 1:11
Standard Class,Corporate,United States,Newark,Delaware,19711,East,Furniture,Bookcases,441.96,2,0,101.6508,9/7/2025 9:43
Standard Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Paper,68.04,6,0,33.3396,2/10/2023 8:26
First Class,Home Office,United States,Pueblo,Colorado,81001,West,Technology,Machines,703.71,6,0.7,-938.28,9/26/2023 6:46
First Class,Home Office,United States,Pueblo,Colorado,81001,West,Office Supplies,Binders,17.904,4,0.7,-14.92,8/23/2023 9:47
